conflicta_min1,conflicta_min2,conflicta_min3,conflicta_min4
0,0.125,0.0387537993920973,
0,0,0,
0,0,0,
0,0.111111111111111,0.0175565175565175,
0,0,0,
0,0.125,0.00253623188405797,
0.1,0.1,0.0999999999999999,
0,0,0,
0,0,0,
0,0,0,
0,0.2,0.0442211055276381,
0,0.0909090909090909,0.00427089688834655,
0,0.0909090909090909,0.0379384395132426,
0,0,0,
0,0.1,0.0196506550218341,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.0460941290635613,
0,0.111111111111111,0.0575256107171,
0,0,0,
0,0.1,0.0108870967741936,
0,0.222222222222222,0.0671641791044774,
0,0,0,
0,0,0,
0,0.1,0.0642276422764229,
0,0,0,
0,0,0,
0,0.2,0.0380645161290322,
0,0.2,0.0809302325581394,
0,0.1,0.0159090909090909,
0,0.111111111111111,0.01878612716763,
0,0,0,
0,0.2,0.0246913580246913,
0,0.125,0.0337264150943396,
0,0.1,0.0416267942583731,
0,0,0,
0,0.1,0.00756578947368421,
0,0,0,
0,0,0,
0,0.1,0.0136363636363636,
0,0.222222222222222,0.0380517503805174,
0,0.0909090909090909,0.0889328063241106,
0,0,0,
0,0.111111111111111,0.00135089496791624,
0.0909090909090909,0.181818181818182,0.0918003565062389,
0,0.111111111111111,0.0261437908496732,
0,0.1,0.0221311475409836,
0.3,0.3,0.3,
0,0.1,0.0112903225806452,
0,0,0,
0,0,0,
0,0.2,0.0417670682730923,
0,0,0,
0,0.222222222222222,0.135228251507321,
0,0.111111111111111,0.0645645645645644,
0,0,0,
0,0,0,
0,0.2,0.104824561403509,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.0316330565440885,
0,0.1,0.0125412541254125,
0,0,0,
0.0909090909090909,0.181818181818182,0.12220566318927,
0,0.125,0.0217495219885277,
0,0.2,0.127450980392157,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.00255847953216374,
0,0.111111111111111,0.00235690235690236,
0,0,0,
0,0.1,0.0166666666666667,
0,0,0,
0,0.111111111111111,0.017512077294686,
0,0.1,0.0490566037735848,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.0718157181571815,
0,0.1,0.0270967741935483,
0,0,0,
0,0,0,
0,0.111111111111111,0.0524600847181491,
0,0.1,0.0170731707317073,
0,0.111111111111111,0.0114326545194712,
0,0,0,
0,0,0,
0,0,0,
0,0.1,0.0533333333333332,
0,0.181818181818182,0.0402498265093685,
0,0,0,
0,0.0909090909090909,0.0649350649350649,
0,0,0,
0,0.111111111111111,0.0267927501970055,
0,0.222222222222222,0.13126079447323,
0,0,0,
0,0.222222222222222,0.040236249538575,
0,0.2,0.0948339483394838,
0,0,0,
0,0,0,
0,0,0,
0,0.222222222222222,0.0635271032622024,
0,0.111111111111111,0.0641627543035992,
0,0,0,
0,0.1,0.0486607142857142,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0,0,
0,0,0,
0,0.111111111111111,0.0399305555555555,
0,0.1,0.0162162162162162,
0,0.0909090909090909,0.0344827586206896,
0,0.125,0.0349722991689751,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0,0,
0,0.222222222222222,0.0800438596491226,
0,0,0,
0,0.1,0.0957446808510638,
0,0,0,
0,0,0,
0,0,0,
0,0.1,0.0518518518518517,
0,0,0,
0,0.111111111111111,0.0188034188034188,
0,0,0,
0,0.125,0.0301302931596091,
0.111111111111111,0.111111111111111,0.111111111111111,
0,0.1,0.0832000000000001,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.1,0.0186274509803922,
0,0.111111111111111,0.014692378328742,
0,0,0,
0,0.222222222222222,0.0388677651035065,
0,0.125,0.00697544642857143,
0,0.2,0.0854037267080746,
0,0,0,
0,0,0,
0,0.0909090909090909,0.00538277511961723,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0.3,0.028921568627451,
0,0.111111111111111,0.028169014084507,
0,0,0,
0,0.111111111111111,0.00267737617135208,
0,0,0,
0,0.1,0.0688888888888888,
0.1,0.3,0.141463414634146,
0,0.1,0.0431372549019608,
0,0.2,0.0699140401146131,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.0364415862808145,
0,0,0,
0,0.0909090909090909,0.0640204865556979,
0,0,0,
0,0.1,0.0137931034482759,
0,0,0,
0,0.0909090909090909,0.0221729490022173,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.00212044105173876,
0,0,0,
0,0,0,
0,0.181818181818182,0.00580270793036751,
0,0,0,
0,0,0,
0,0.1,0.0350877192982456,
0,0.111111111111111,0.109090909090909,
0,0.125,0.00524809160305344,
0,0,0,
0,0,0,
0,0,0,
0,0.181818181818182,0.0660705414803775,
0,0.111111111111111,0.0241046831955922,
0,0,0,
0,0.111111111111111,0.00678040244969379,
0,0.1,0.05,
0,0.111111111111111,0.041343669250646,
0,0.1,0.0331491712707182,
0,0.222222222222222,0.112573099415204,
0,0,0,
0,0.1,0.0124555160142349,
0,0,0,
0,0.0909090909090909,0.0313852813852814,
0,0.1,0.0342857142857143,
0,0,0,
0,0.111111111111111,0.00155763239875389,
0,0.111111111111111,0.0353535353535354,
0,0.111111111111111,0.00762527233115469,
0,0.0909090909090909,0.0661157024793388,
0,0,0,
0,0,0,
0,0,0,
0,0.222222222222222,0.00708061002178649,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0.111111111111111,0.0150659133709981,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.00318761384335155,
0,0.1,0.0467261904761904,
0,0.0909090909090909,0.0505050505050505,
0,0,0,
0,0.0909090909090909,0.0231729055258467,
0,0.111111111111111,0.00489168413696716,
0,0.1,0.0777777777777778,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.222222222222222,0.069915254237288,
0,0.111111111111111,0.0345345345345345,
0,0.111111111111111,0.0353535353535354,
0,0.111111111111111,0.0597928436911486,
0,0.0909090909090909,0.0226427847245691,
0,0,0,
0,0.1,0.0574162679425836,
0,0,0,
0,0,0,
0,0,0,
0,0.111111111111111,0.0437653272967363,
0,0,0,
0,0,0,
0,0.111111111111111,0.0227817745803357,
0,0,0,
0,0,0,
0,0.1,0.0635467980295565,
0,0.2,0.115853658536585,
0,0.0909090909090909,0.00823771697558105,
0,0,0,
0,0.1,0.0324137931034482,
0,0.0909090909090909,0.00277161862527716,
0,0.2,0.0206642066420664,
0,0,0,
0,0.2,0.0618055555555555,
0,0,0,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0,0,
0,0,0,
0,0,0,
0,0.1,0.0909090909090909,
0,0,0,
0,0.0909090909090909,0.0230880230880231,
0,0.111111111111111,0.00954328561690525,
0,0.0909090909090909,0.00916138125440451,
0,0.1,0.0516129032258065,
0,0,0,
0,0.1,0.0952380952380953,
0,0,0,
0,0,0,
0,0,0,
0,0.0909090909090909,0.0158102766798419,
0,0.111111111111111,0.0207407407407407,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.181818181818182,0.0323574730354391,
0,0.0909090909090909,0.0321969696969697,
0,0,0,
0,0,0,
0,0,0,
0,0.1,0.0195035460992908,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0146341463414634,
0,0.1,0.0403225806451613,
0,0,0,
0,0,0,
0,0.1,0.0909090909090909,
0,0,0,
0,0.2,0.105693950177936,
0,0.0909090909090909,0.020979020979021,
0,0.222222222222222,0.0427751695357328,
0,0,0,
0,0.1,0.0450980392156863,
0,0.111111111111111,0.0705705705705704,
0,0.222222222222222,0.0696798493408661,
0,0,0,
0,0.1,0.0424068767908308,
0,0.111111111111111,0.0122549019607843,
0,0.2,0.063131313131313,
0,0,0,
0,0,0,
0,0.222222222222222,0.0588624338624337,
0,0,0,
0,0,0,
0,0.166666666666667,0.0571895424836602,
0,0.111111111111111,0.0083993280537557,
0,0.0909090909090909,0.0408921933085503,
0,0.125,0.0127708978328173,
0,0.111111111111111,0.00180041152263375,
0,0.0909090909090909,0.00611888111888112,
0,0.111111111111111,0.0482719223079119,
0,0.125,0.0295315682281059,
0,0,0,
0,0,0,
0,0,0,
0,0.1,0.0166204986149584,
0,0,0,
0.0909090909090909,0.181818181818182,0.104084321475626,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0.0909090909090909,0.0909090909090909,0.0909090909090909,
0,0.1,0.0334285714285714,
0,0,0,
0,0.222222222222222,0.0879526977087955,
0,0,0,
0,0.111111111111111,0.0529100529100529,
0,0,0,
0,0.0909090909090909,0.0304108702685215,
0,0,0,
0,0.111111111111111,0.00453514739229025,
0,0,0,
0,0.111111111111111,0.0172143974960876,
0,0,0,
0,0,0,
0,0.1,0.0344195519348268,
0,0,0,
0.1,0.2,0.188095238095238,
0,0,0,
0,0,0,
0,0.222222222222222,0.0954861111111109,
0,0,0,
0,0,0,
0,0.222222222222222,0.00241545893719807,
0,0.0909090909090909,0.00943864878291108,
