compl_total1,compl_total2,compl_total3,compl_total4,compl_total5,compl_total6,compl_total7,compl_total8,compl_total9,compl_total10,compl_total11,compl_total12,compl_total13,compl_total14,compl_total15,compl_total16,compl_total17,compl_total18,compl_total19,compl_total20,compl_total21,compl_total22,compl_total23,compl_total24,compl_total25,compl_total26,compl_total27,compl_total28,compl_total29,compl_total30,compl_total31,compl_total32,compl_total33,compl_total34,compl_total35,compl_total36,compl_total37,compl_total38,compl_total39,compl_total40,compl_total41,compl_total42,compl_total43,compl_total44,compl_total45_1,compl_total45_2,compl_total45_3,compl_total45_4,compl_total45_5,compl_total45_6,compl_total45_7,compl_total45_8,compl_total46_1,compl_total46_2,compl_total46_3,compl_total46_4,compl_total47,compl_total48,compl_total49,compl_total50
12,0.444166666666667,10,24.8597222222222,0.0732443153248785,0.0838819022934554,,,0,0.1,0.0877049180327867,,1.29868428571429,0.45756239164312,10,4.97194444444444,5,1.54833333333333,1,0.444166666666664,19.0360978,,0.444166666666667,31.8888888888889,21.4166666666667,7.75,5.66666666666667,33.2777777777778,,28.3611111111111,7.52777777777778,18.4166666666667,13.3055555555556,32.3888888888889,,100,0,0,0,0,,0.587974619575592,0.414328703703704,,101,441,701,801,1101,1221,1621,1941,142,342,482,782,0,0,0,
12,0.166944444444444,9,21.0027777777778,0.0276418463166248,0.0142244438273319,,,0,0.222222222222222,0.0382428940568475,,0.914072247619048,0.15793384892508,9,4.20055555555556,3,0.213055555555556,1,0.166124772313299,20.7654172,,0.166944444444444,62.5833333333333,22.5555555555556,6.33333333333333,1.61111111111111,6.91666666666667,,73.8888888888889,13.3055555555556,6.86111111111111,3.38888888888889,2.55555555555556,,100,0,0,0,0,,0.842935035227111,0.350046296296296,,221,401,721,1101,1341,1661,2021,2301,382,562,682,922,0,0,0,
12,0.438055555555556,9,21.4816666666667,0.111138567986656,0.112567937477683,,,0,0,0,,0.851771171428571,0.311397783161686,9,4.49583333333333,3,0.901944444444444,1,0.435396174863384,20.5286117,,0.438055555555556,40.7222222222222,16.0555555555556,4.19444444444444,3.02777777777778,36,,27.0277777777778,27.3611111111111,28.8611111111111,8.38888888888889,8.36111111111111,,100,0,0,0,0,,0.841573326524759,0.358027777777778,,361,661,921,1141,1501,1621,1961,2281,181,441,561,881,0,0,0,
12,0.335555555555556,11,26.9958333333333,0.0374028913927046,0.0402897343330558,,,0,0,0,,1.58553142857143,0.570258317450727,11,5.39916666666667,6,2.05277777777778,1,0.335555555555556,20.9262064,,0.335555555555556,38.0555555555556,27.3055555555556,10.2222222222222,5.33333333333333,19.0833333333333,,24.9722222222222,13.6666666666667,13.8888888888889,9.55555555555556,37.9166666666667,,100,0,0,0,0,,0.211836037409655,0.449930555555556,,241,381,701,801,941,1081,1421,1741,121,441,601,761,0,0,0,
12,0.32,10,22.7742424242424,0.100119260584377,0.0846639822271585,,,0,0.1,0.0161490683229814,,1.72248540311174,0.324192377434127,10,4.65805555555556,7,0.951944444444444,1,0.320000000000001,20.8121891,,0.32,52.1666666666667,15.1666666666667,7.75,1.11111111111111,23.8055555555556,,52.4166666666667,13.3333333333333,12,4.11111111111111,18.1388888888889,,100,0,0,0,0,,0.79886265606214,0.379570707070707,,181,581,841,1061,1161,1341,1701,1861,341,721,981,1181,0,0,0,
12,0.200277777777778,9,22.6378787878788,0.0255266418835192,0.0188446331045608,,,0,0,0,,1.05378525714286,0.290352250984448,9,4.48305555555556,4,0.807777777777778,1,0.200277777777781,20.6842086,,0.200277777777778,58.0833333333333,19.8055555555556,10.6111111111111,3.69444444444444,7.80555555555556,,50.4166666666667,17.4722222222222,12.8611111111111,0.472222222222222,18.7777777777778,,100,0,0,0,0,,0.677509297591479,0.37729797979798,,381,501,801,1141,1521,1921,2241,2401,361,581,681,941,0,0,0,
12,0.1175,9,20.4791666666667,0.00244150559511699,0.00309437854564208,,,0,0,0,,0.47128,0.127269369450892,9,4.09583333333333,1,0.0752777777777778,0.754098360655738,0.117499999999999,20.531175,,0.1175,65.6111111111111,27.4722222222222,3.72222222222222,2.38888888888889,0.805555555555556,,75.8888888888889,16.7777777777778,7.33333333333333,0,0,,100,0,0,0,0,,0.321389342331692,0.341319444444444,,101,461,841,1121,1401,1701,1981,2221,362,482,702,842,0,0,0,
12,0.134444444444444,9,20.7736111111111,0.00795614093735375,0.0103397204480237,,,0,0,0,,0.695960038610039,0.153337521457107,9,4.15472222222222,2,0.199444444444444,0.836065573770492,0.134444444444444,18.9786578,,0.134444444444444,61.9444444444444,26.9722222222222,7.88888888888889,2.13888888888889,1.05555555555556,,64.3055555555556,23.0833333333333,11.3611111111111,1.25,0,,100,0,0,0,0,,0.345436079928989,0.346226851851852,,261,381,781,921,1321,1541,1801,2061,401,561,861,1241,0,0,0,
12,0.312222222222222,9,21.535,0.0626747002919436,0.0759279829676944,,,0,0,0,,1.00265714285714,0.319739668935647,9,4.47138888888889,4,0.937222222222222,1,0.309854280510017,18.613702,,0.312222222222222,51.3611111111111,19.9166666666667,5.08333333333333,0.666666666666667,22.9722222222222,,32.5277777777778,18.7222222222222,30.75,12.7777777777778,5.22222222222222,,100,0,0,0,0,,0.558536041490092,0.358916666666667,,261,581,881,1161,1501,1621,2001,2401,281,601,981,1141,0,0,0,
12,0.301944444444444,10,21.8791666666667,0.0681774900019044,0.0877106447503556,,,0,0.1,0.00555555555555556,,0.767348314285714,0.240849321438217,10,4.37583333333333,3,0.583055555555556,1,0.301944444444445,22.4162554,,0.301944444444444,45.4166666666667,27.4444444444444,5.44444444444444,2.47222222222222,19.2222222222222,,43.4444444444444,23.4444444444444,26.5277777777778,1.97222222222222,4.61111111111111,,100,0,0,0,0,,0.647811871481603,0.364652777777778,,162,502,802,1102,1202,1402,1582,1682,141,381,741,1141,0,0,0,
