conflicta_min1,conflicta_min2,conflicta_min3,conflicta_min4
0,0.111111111111111,0.0656565656565657,
0,0,0,
0,0,0,
0,0.125,0.0563063063063063,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.0037037037037037,
0,0,0,
0,0,0,
0,0.142857142857143,0.022342586323629,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0268485915492958,
0,0.125,0.0376908396946565,
0,0,0,
0,0,0,
0,0.125,0.0393518518518519,
0,0,0,
0,0.125,0.0762195121951219,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0257270693512304,
0,0.125,0.040983606557377,
0,0.125,0.00825471698113208,
0,0.142857142857143,0.0263450834879406,
0,0,0,
0,0.125,0.0053030303030303,
0,0,0,
0,0,0,
0,0.125,0.00717213114754098,
0,0,0,
0,0,0,
0,0.25,0.104224376731302,
0,0.125,0.0154320987654321,
0,0,0,
0,0,0,
0,0.142857142857143,0.033844942935852,
0,0,0,
0,0.125,0.0115273775216138,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.0359231411862991,
0,0,0,
0,0.125,0.0544590643274854,
0,0,0,
0,0.142857142857143,0.0426929392446634,
0,0,0,
0,0.125,0.0297619047619048,
0,0.142857142857143,0.0994447248864208,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.0694716242661448,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0364372469635627,
0,0.25,0.0536684782608696,
0,0.125,0.0574186991869919,
0,0,0,
0,0,0,
0,0.125,0.0047554347826087,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.00399262899262899,
0,0,0,
0,0,0,
0,0.125,0.0692934782608696,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.00470430107526882,
0,0.125,0.0745341614906832,
0,0,0,
0,0,0,
0,0.125,0.0788834951456311,
0,0,0,
0,0,0,
0,0.125,0.0438888888888889,
0,0,0,
0,0.125,0.0594059405940594,
0,0,0,
0,0.125,0.0297619047619048,
0,0,0,
0,0.125,0.0922619047619048,
0,0.25,0.104562737642586,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.0237446477228494,
0,0,0,
0,0,0,
0,0.125,0.0422077922077922,
0,0,0,
0,0,0,
0,0.142857142857143,0.046713742531233,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0528169014084507,
0,0.125,0.0625,
0,0.125,0.0368852459016393,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.00705645161290323,
0,0.125,0.00286885245901639,
0,0,0,
0,0.25,0.128725165562914,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0243808049535604,
0,0,0,
0,0.125,0.0380434782608696,
0,0,0,
0,0.125,0.0735887096774194,
0,0.125,0.0275135869565217,
0,0,0,
0,0.125,0.0690789473684211,
0,0,0,
0,0.142857142857143,0.0371240601503759,
0,0.142857142857143,0.000543183052688756,
0.125,0.125,0.125,
0,0.125,0.0286069651741294,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0378787878787879,
0,0,0,
0,0,0,
0.125,0.125,0.125,
0,0,0,
0,0.125,0.0279017857142857,
0,0.142857142857143,0.02088948787062,
0,0.125,0.0625,
0,0,0,
0,0.25,0.0857843137254902,
0,0.142857142857143,0.00350877192982456,
0,0.142857142857143,0.0927731092436977,
0,0,0,
0,0.142857142857143,0.00378787878787879,
0,0,0,
0,0.111111111111111,0.0327868852459016,
0,0.125,0.0625,
0,0.111111111111111,0.0867208672086721,
0,0.111111111111111,0.0324074074074074,
0,0,0,
0,0,0,
0,0.142857142857143,0.040922619047619,
0,0.125,0.0248371335504886,
0,0,0,
0,0.125,0.0457317073170732,
0,0.125,0.0490196078431373,
0,0.25,0.0580246913580247,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0298353909465021,
0,0,0,
0,0.125,0.0401785714285714,
0,0,0,
0,0.125,0.0594262295081967,
0,0.375,0.0691636029411765,
0,0.142857142857143,0.0304856433888692,
0,0,0,
0,0.111111111111111,0.0545203588681849,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.00807300807300807,
0,0,0,
0,0,0,
0,0.125,0.0577290076335878,
0,0,0,
0,0.111111111111111,0.0252525252525252,
0,0,0,
0,0.125,0.0460526315789474,
0.111111111111111,0.111111111111111,0.111111111111111,
0,0.111111111111111,0.02710027100271,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.00841346153846154,
0,0.111111111111111,0.0658036677454152,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0525862068965517,
0,0,0,
0,0,0,
0,0.111111111111111,0.00505050505050505,
0,0.125,0.0892857142857143,
0,0,0,
0,0.111111111111111,0.0636200716845877,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.0337236533957845,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0350177304964539,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0208333333333333,
0,0,0,
0,0,0,
0,0.142857142857143,0.00378787878787879,
0,0.125,0.00306748466257669,
0,0.111111111111111,0.00505050505050505,
0,0,0,
0,0,0,
0,0.25,0.0790895061728395,
0,0.142857142857143,0.0644132653061224,
0,0,0,
0,0.125,0.00203804347826087,
0,0,0,
0,0.25,0.0408266129032258,
0,0.125,0.037568306010929,
0,0.142857142857143,0.00378787878787879,
0,0,0,
0,0.142857142857143,0.0260869565217391,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.00699300699300699,
0,0,0,
0,0,0,
0,0.125,0.0245098039215686,
0,0,0,
0,0,0,
0,0.25,0.054137323943662,
0,0.125,0.0762195121951219,
0,0,0,
0,0,0,
0,0.125,0.0201612903225806,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0543478260869565,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.031055900621118,
0,0,0,
0,0,0,
0,0.125,0.00206367924528302,
0,0,0,
0,0.25,0.156723484848485,
0,0.142857142857143,0.0158730158730159,
0,0,0,
0,0,0,
0,0.125,0.00216584158415842,
0,0.125,0.05859375,
0,0.125,0.0747549019607843,
0,0,0,
0,0,0,
0,0.142857142857143,0.0356107660455486,
0,0.125,0.0565789473684211,
0,0.142857142857143,0.00115830115830116,
0,0,0,
0,0.125,0.0408057851239669,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0213150289017341,
0,0.142857142857143,0.0555555555555556,
0,0,0,
0,0.25,0.154411764705882,
0,0.125,0.00100806451612903,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.0363019065030033,
0,0.125,0.079656862745098,
0,0.125,0.0989399293286219,
0,0,0,
0,0,0,
0,0,0,
0,0.142857142857143,0.00694444444444444,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.055640243902439,
0,0,0,
0,0,0,
0,0.125,0.0361570247933884,
0,0,0,
0,0,0,
0,0,0,
0,0.222222222222222,0.138888888888889,
0,0,0,
0,0.125,0.0607876712328767,
0,0,0,
0,0,0,
0,0.125,0.0198863636363636,
0,0.111111111111111,0.08130081300813,
0,0.142857142857143,0.00490196078431372,
0,0.125,0.0176056338028169,
0,0.125,0.0165198237885463,
0,0,0,
0,0.125,0.00480769230769231,
0,0,0,
0,0.125,0.0340909090909091,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0304783950617284,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0519701086956522,
0,0,0,
0,0,0,
0,0.125,0.10258152173913,
0,0.125,0.0655594405594406,
0,0,0,
0,0.125,0.0360772357723577,
0,0,0,
0,0,0,
0,0.125,0.0717680608365019,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0297619047619048,
0,0,0,
0,0,0,
0,0.125,0.0371287128712871,
0,0.25,0.00970873786407767,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0551470588235294,
0,0,0,
0,0,0,
0,0.125,0.0277777777777778,
0,0,0,
0,0.125,0.0319767441860465,
0,0,0,
0,0.125,0.0148982558139535,
0,0.125,0.0400874635568513,
0,0.142857142857143,0.00637755102040816,
0,0,0,
0,0,0,
0,0.111111111111111,0.0109469074986316,
0,0,0,
0,0.111111111111111,0.101010101010101,
0,0,0,
0,0.125,0.101190476190476,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.01,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
0,0.125,0.0161538461538462,
0,0,0,
0,0,0,
0,0,0,
0,0,0,
