TT1,TT2,TT3,TT4,TT5,TT6,TT7,TT8,TT9,TT10,TT11,TT12
13,0.417222222222222,8,20.1987179487179,2,0.0926689939701682,0.105859152880814,,0,0.125,0.0243808049535604,
13,0.190277777777778,7,18.9555555555556,2,0.0291472239128965,0.0374664445061556,,0,0,0,
13,0.3575,8,19.45,2,0.0695941972162321,0.0854521230875027,,0,0.125,0.0380434782608696,
13,0.125555555555556,7,18.5287878787879,1,0.00601945824875761,0.00439692677959825,,0,0,0,
13,0.186944444444444,8,19.1115384615385,1,0.0258938753605689,0.0254535777098955,,0,0.125,0.0735887096774194,
13,0.313888888888889,8,19.3569444444444,2,0.0648925013109596,0.0729132780576832,,0,0.125,0.0275135869565217,
13,0.141111111111111,7,18.5287878787879,2,0.0178090702008697,0.0218689252985282,,0,0,0,
13,0.489166666666667,8,20.0333333333333,2,0.111260655002243,0.120277436161912,,0,0.125,0.0690789473684211,
13,0.120833333333333,8,18.6583333333333,1,0.00586950586950587,0.0113579561232991,,0,0,0,
13,0.131111111111111,7,18.7097222222222,1,0.0069204152249135,0.00459197841869322,,0,0.142857142857143,0.0371240601503759,
13,0.168888888888889,7,18.7680555555556,1,0.0163601946998378,0.0218557014585895,,0,0.142857142857143,0.000543183052688756,
13,0.1275,8,18.7680555555556,1,0.00842906668479369,0.00545152801470491,,0.125,0.125,0.125,
13,0.421111111111111,8,19.8958333333333,2,0.0974339430894309,0.108480448552651,,0,0.125,0.0286069651741294,
13,0.134444444444444,8,18.7069444444444,1,0.00632308947511558,0.00501712487272054,,0,0,0,
13,0.216666666666667,8,19.25,3,0.0396741290237118,0.0327673529839595,,0,0,0,
13,0.101388888888889,7,18.4727272727273,0,0,0,,0,0,0,
13,0.156666666666667,8,18.7097222222222,1,0.0138198652052556,0.020614644080348,,0,0,0,
13,0.179444444444444,8,18.7638888888889,1,0.0220905172413793,0.0354716282514117,,0,0,0,
13,0.143888888888889,8,18.5287878787879,1,0.0131037847633652,0.0189418283281099,,0,0,0,
13,0.459444444444444,8,20.0819444444444,3,0.104201040741211,0.109714894010923,,0,0.125,0.0378787878787879,
13,0.142777777777778,8,18.8194444444444,1,0.0143364281813217,0.00971357162692901,,0,0,0,
13,0.125,8,18.7097222222222,1,0.00693000693000693,0.00445180571534362,,0,0,0,
13,0.186666666666667,8,18.9736111111111,1,0.0229530201342282,0.0179811163565676,,0.125,0.125,0.125,
13,0.26,9,19.4410256410256,2,0.048601951991559,0.0355622115549913,,0,0,0,
13,0.161111111111111,8,19.0564102564103,2,0.0209903121636168,0.0160689491014401,,0,0.125,0.0279017857142857,
13,0.173888888888889,7,18.7590909090909,2,0.0202556401480757,0.0139009005434999,,0,0.142857142857143,0.02088948787062,
13,0.245555555555556,8,19.0347222222222,1,0.0373402555910543,0.0402117136774175,,0,0.125,0.0625,
13,0.109166666666667,8,18.6583333333333,1,0.00143511241713934,0.00108766083495325,,0,0,0,
13,0.147777777777778,8,18.95,2,0.0186049658345173,0.0123444545827217,,0,0.25,0.0857843137254902,
13,0.198055555555556,7,18.8194444444444,1,0.0233463035019455,0.0305424419142831,,0,0.142857142857143,0.00350877192982456,
13,0.213333333333333,7,18.9208333333333,1,0.0271352011396784,0.0261071659988628,,0,0.142857142857143,0.0927731092436977,
13,0.106944444444444,8,18.6583333333333,1,0.0014469785709364,0.00108766083495325,,0,0,0,
13,0.153055555555556,7,18.7583333333333,1,0.0123405722164771,0.0102934370082384,,0,0.142857142857143,0.00378787878787879,
13,0.186111111111111,8,19.1320512820513,1,0.0231856865241573,0.0155287552399467,,0,0,0,
13,0.516666666666667,9,20.6410256410256,3,0.127391304347826,0.126672485156239,,0,0.111111111111111,0.0327868852459016,
13,0.201111111111111,8,19.0472222222222,2,0.0301483918619486,0.0195607040372383,,0,0.125,0.0625,
13,0.302222222222222,9,19.7115384615385,2,0.064,0.059034417247414,,0,0.111111111111111,0.0867208672086721,
13,0.391944444444444,9,20.3666666666667,2,0.0867430441898527,0.108552298082984,,0,0.111111111111111,0.0324074074074074,
13,0.13,7,18.7680555555556,1,0.00847515549176406,0.00833101916134407,,0,0,0,
13,0.1125,7,18.6583333333333,1,0.000969999307143352,0.00103674905118948,,0,0,0,
13,0.149722222222222,7,18.6454545454545,1,0.0137795275590551,0.00840903981698207,,0,0.142857142857143,0.040922619047619,
13,0.201111111111111,8,19.2615384615385,3,0.0370074547390841,0.0274040941008451,,0,0.125,0.0248371335504886,
13,0.122777777777778,8,18.7069444444444,1,0.0067590632894108,0.00627603443487919,,0,0,0,
13,0.161666666666667,8,18.8708333333333,2,0.0196264855687606,0.0153218021449069,,0,0.125,0.0457317073170732,
13,0.152777777777778,8,18.9641025641026,2,0.0149405083829097,0.00981208923447192,,0,0.125,0.0490196078431373,
13,0.445,8,20.3448717948718,2,0.108072342302603,0.11648285529152,,0,0.25,0.0580246913580247,
13,0.152222222222222,7,18.7527777777778,1,0.0125171939477304,0.0138341201518097,,0,0,0,
13,0.386944444444444,9,20.0192307692308,2,0.097790585975024,0.116081511749382,,0,0,0,
13,0.125833333333333,8,18.7097222222222,1,0.00736458118246266,0.00465677523439256,,0,0,0,
13,0.119444444444444,8,18.8628205128205,1,0.0072724801196221,0.00666481532907525,,0,0,0,
13,0.136944444444444,7,18.6583333333333,1,0.00896462054335181,0.0132555771544941,,0,0,0,
13,0.189166666666667,8,18.9972222222222,1,0.0235198702351987,0.0163314423242221,,0,0,0,
