TT1,TT2,TT3,TT4,TT5,TT6,TT7,TT8,TT9,TT10,TT11,TT12
13,0.1425,7,18.7680555555556,1,0.00805119735755574,0.00708136628714245,,0,0,0,
13,0.1425,7,18.7680555555556,1,0.00805119735755574,0.00708136628714245,,0,0,0,
13,0.1425,7,18.7680555555556,1,0.00805119735755574,0.00708136628714245,,0,0,0,
13,0.1425,7,18.7680555555556,1,0.00805119735755574,0.00708136628714245,,0,0,0,
13,0.1425,7,18.7680555555556,1,0.00805119735755574,0.00708136628714245,,0,0,0,
