TT1,TT2,TT3,TT4,TT5,TT6,TT7,TT8,TT9,TT10,TT11,TT12
13,0.200833333333333,7,19.1884615384615,2,0.0355448653704817,0.0528027928749951,,0,0.142857142857143,0.0348214285714286,
13,0.131944444444444,8,18.7611111111111,1,0.0110982501531967,0.00864343237989447,,0,0.125,0.0727459016393443,
13,0.311111111111111,9,19.6179487179487,2,0.0582930335903803,0.0659863001018241,,0,0,0,
13,0.169444444444444,8,18.9694444444444,2,0.0203545191076363,0.0123877626585208,,0,0.125,0.0476415094339623,
13,0.1425,7,18.7680555555556,1,0.00805119735755574,0.00708136628714245,,0,0,0,
